ADDRESS,METERID,LIMIT,the_geom,TYPE,HOURS
18901 W VENTURA BLVD,TZ199,2HR,POINT (-118.54518188731583 34.17248386068867),SSM,8A-8P Mon-Sat
18901 W VENTURA BLVD,TZ200,2HR,POINT (-118.54544742115138 34.17252616913604),SSM,8A-8P Mon-Sat
18901 W VENTURA BLVD,TZ201,2HR,POINT (-118.54550979159309 34.17253474637876),SSM,8A-8P Mon-Sat
21901 W SHERMAN WAY,CP90,2HR,POINT (-118.6048605226217 34.20113035814547),SSM,8A-8P Mon-Sat
21901 W SHERMAN WAY,CP88,2HR,POINT (-118.60462865606883 34.20112908395753),SSM,8A-8P Mon-Sat
21901 W SHERMAN WAY,CP89,2HR,POINT (-118.6046894248821 34.20112978274101),SSM,8A-8P Mon-Sat
21901 W SHERMAN WAY,CP91,2HR,POINT (-118.6049228328787 34.20112965170679),SSM,8A-8P Mon-Sat
21901 W SHERMAN WAY,CP92,2HR,POINT (-118.60500024614787 34.20112822870607),SSM,8A-8P Mon-Sat
21501 W SHERMAN WAY,CP19,2HR,POINT (-118.5996800995733 34.201139824510214),SSM,8A-8P Mon-Sat
21501 W SHERMAN WAY,CP23,2HR,POINT (-118.60000154056306 34.20113786284472),SSM,8A-8P Mon-Sat
21501 W SHERMAN WAY,CP15,2HR,POINT (-118.59936681400207 34.20114045480262),SSM,8A-8P Mon-Sat
21501 W SHERMAN WAY,CP18,2HR,POINT (-118.59961627695154 34.20114025987114),SSM,8A-8P Mon-Sat
21501 W SHERMAN WAY,CP14,2HR,POINT (-118.59929886041041 34.20114010718473),SSM,8A-8P Mon-Sat
21501 W SHERMAN WAY,CP21,2HR,POINT (-118.5998413912653 34.20114004091069),SSM,8A-8P Mon-Sat
21501 W SHERMAN WAY,CP16,2HR,POINT (-118.59945878146172 34.20114059503853),SSM,8A-8P Mon-Sat
21501 W SHERMAN WAY,CP17,2HR,POINT (-118.5995226700995 34.201139531055524),SSM,8A-8P Mon-Sat
21501 W SHERMAN WAY,CP20,2HR,POINT (-118.59977414830287 34.20114089179792),SSM,8A-8P Mon-Sat
7200 N VASSAR AVE,CP78,2HR,POINT (-118.6043270883541 34.20148231042708),SSM,8A-8P Mon-Sat
7200 N VASSAR AVE,CP77,2HR,POINT (-118.60432844701273 34.20140780881438),SSM,8A-8P Mon-Sat
7200 N VASSAR AVE,CP75,2HR,POINT (-118.60432768830263 34.20127356685243),SSM,8A-8P Mon-Sat
7200 N VASSAR AVE,CP79,2HR,POINT (-118.60432791660122 34.20153724115228),SSM,8A-8P Mon-Sat
7200 N VASSAR AVE,CP76,2HR,POINT (-118.60432784585879 34.2013488731847),SSM,8A-8P Mon-Sat
7200 N VASSAR AVE,CP80,2HR,POINT (-118.6043284794151 34.20161502020655),SSM,8A-8P Mon-Sat
7200 N VASSAR AVE,CP81,2HR,POINT (-118.60432885998503 34.201667613653754),SSM,8A-8P Mon-Sat
3701 N CAHUENGA BLVD WEST,UC28,1HR,POINT (-118.36167712998927 34.135308033380966),SSM,8A-8P Mon-Sat
3701 N CAHUENGA BLVD WEST,UC29,1HR,POINT (-118.36164036738141 34.135269144737144),SSM,8A-8P Mon-Sat
3701 N CAHUENGA BLVD WEST,UC25,1HR,POINT (-118.36192470412178 34.135575785051486),SSM,8A-8P Mon-Sat
3701 N CAHUENGA BLVD WEST,UC31,1HR,POINT (-118.36155045190037 34.13517312878812),SSM,8A-8P Mon-Sat
3701 N CAHUENGA BLVD WEST,UC33A,1HR,POINT (-118.36140313166513 34.13501319063274),SSM,8A-8P Mon-Sat
3701 N CAHUENGA BLVD WEST,UC33,1HR,POINT (-118.36145677568227 34.13507111167676),SSM,8A-8P Mon-Sat
3701 N CAHUENGA BLVD WEST,UC33B,1HR,POINT (-118.36136572143012 34.13497265132769),SSM,8A-8P Mon-Sat
3701 N CAHUENGA BLVD WEST,UC24,1HR,POINT (-118.36196316019878 34.13561811060253),SSM,8A-8P Mon-Sat
3701 N CAHUENGA BLVD WEST,UC33C,1HR,POINT (-118.36131105285851 34.13491219097549),SSM,8A-8P Mon-Sat
3701 N CAHUENGA BLVD WEST,UC22,1HR,POINT (-118.36210924000336 34.135776025147436),SSM,8A-8P Mon-Sat
3701 N CAHUENGA BLVD WEST,UC27,1HR,POINT (-118.361834471623 34.135476564399156),SSM,8A-8P Mon-Sat
3701 N CAHUENGA BLVD WEST,UC30,1HR,POINT (-118.36158894308318 34.13521313019256),SSM,8A-8P Mon-Sat
3701 N CAHUENGA BLVD WEST,UC23,1HR,POINT (-118.362055961518 34.13571910129458),SSM,8A-8P Mon-Sat
3701 N CAHUENGA BLVD WEST,UC26,1HR,POINT (-118.36187432248903 34.13552078624039),SSM,8A-8P Mon-Sat
3701 N CAHUENGA BLVD WEST,UC32,1HR,POINT (-118.3614942201559 34.13511252804585),SSM,8A-8P Mon-Sat
3701 N CAHUENGA BLVD WEST,UC17,1HR,POINT (-118.36247333657096 34.136161929869914),SSM,8A-8P Mon-Sat
3701 N CAHUENGA BLVD WEST,UC18,1HR,POINT (-118.36243358788347 34.1361199130738),SSM,8A-8P Mon-Sat
3500 N CAHUENGA BLVD WEST,UC170,2HR,POINT (-118.35701273968306 34.133578542334874),SSM,8A-8P Mon-Sat
3500 N CAHUENGA BLVD WEST,UC175,2HR,POINT (-118.35732566479058 34.13377210056367),SSM,8A-8P Mon-Sat
3500 N CAHUENGA BLVD WEST,UC178,2HR,POINT (-118.35771130747902 34.13398116559931),SSM,8A-8P Mon-Sat
3500 N CAHUENGA BLVD WEST,UC167,2HR,POINT (-118.35674273033912 34.13341220743787),SSM,8A-8P Mon-Sat
3500 N CAHUENGA BLVD WEST,UC173,2HR,POINT (-118.3572075412095 34.133699048466504),SSM,8A-8P Mon-Sat
3500 N CAHUENGA BLVD WEST,UC169,2HR,POINT (-118.35696430191881 34.13354864441849),SSM,8A-8P Mon-Sat
3500 N CAHUENGA BLVD WEST,UC186,2HR,POINT (-118.35856337086747 34.13424222849095),SSM,8A-8P Mon-Sat
3500 N CAHUENGA BLVD WEST,UC179,2HR,POINT (-118.35776958524214 34.13399881468135),SSM,8A-8P Mon-Sat
3500 N CAHUENGA BLVD WEST,UC187,2HR,POINT (-118.35864398441518 34.13426757401904),SSM,8A-8P Mon-Sat
3500 N CAHUENGA BLVD WEST,UC176,2HR,POINT (-118.35757741441915 34.133921614141926),SSM,8A-8P Mon-Sat
3500 N CAHUENGA BLVD WEST,UC189,2HR,POINT (-118.35877778810371 34.13430852318006),SSM,8A-8P Mon-Sat
3500 N CAHUENGA BLVD WEST,UC181,2HR,POINT (-118.35791461676249 34.13404432308378),SSM,8A-8P Mon-Sat
3500 N CAHUENGA BLVD WEST,UC166,2HR,POINT (-118.3565318512485 34.13328284892702),SSM,8A-8P Mon-Sat
3500 N CAHUENGA BLVD WEST,UC171,2HR,POINT (-118.35708377184463 34.133622261643524),SSM,8A-8P Mon-Sat
3500 N CAHUENGA BLVD WEST,UC174,2HR,POINT (-118.35725315314289 34.133727264258624),SSM,8A-8P Mon-Sat
3500 N CAHUENGA BLVD WEST,UC188,2HR,POINT (-118.35870578135565 34.134286891770536),SSM,8A-8P Mon-Sat
3500 N CAHUENGA BLVD WEST,UC184,2HR,POINT (-118.35814028886837 34.13411342360889),SSM,8A-8P Mon-Sat
3500 N CAHUENGA BLVD WEST,UC183,2HR,POINT (-118.3580543684259 34.13408625703753),SSM,8A-8P Mon-Sat
3500 N CAHUENGA BLVD WEST,UC180,2HR,POINT (-118.35786248230022 34.134027548404504),SSM,8A-8P Mon-Sat
3500 N CAHUENGA BLVD WEST,UC163,2HR,POINT (-118.35637179660765 34.13318141764237),SSM,8A-8P Mon-Sat
3500 N CAHUENGA BLVD WEST,UC168,2HR,POINT (-118.35679310177979 34.13344330508788),SSM,8A-8P Mon-Sat
3500 N CAHUENGA BLVD WEST,UC185,2HR,POINT (-118.35850766718828 34.134225227572585),SSM,8A-8P Mon-Sat
3500 N CAHUENGA BLVD WEST,UC182,2HR,POINT (-118.35799371603 34.13406805707458),SSM,8A-8P Mon-Sat
3401 N CAHUENGA BLVD WEST,UC75,10HR,POINT (-118.35508660253706 34.13258518560229),SSM,8A-6P Mon-Sat
3401 N CAHUENGA BLVD WEST,UC78,10HR,POINT (-118.35466519705024 34.13248874502826),SSM,8A-6P Mon-Sat
3401 N CAHUENGA BLVD WEST,UC77,10HR,POINT (-118.3547235222888 34.132501885052065),SSM,8A-6P Mon-Sat
3401 N CAHUENGA BLVD WEST,UC74,10HR,POINT (-118.35525590656437 34.13262488489835),SSM,8A-6P Mon-Sat
3401 N CAHUENGA BLVD WEST,UC80,10HR,POINT (-118.35451658771514 34.13245006966178),SSM,8A-6P Mon-Sat
3401 N CAHUENGA BLVD WEST,UC73,10HR,POINT (-118.35531767424835 34.13263804697398),SSM,8A-6P Mon-Sat
3401 N CAHUENGA BLVD WEST,UC79,10HR,POINT (-118.35457726881195 34.1324655252018),SSM,8A-6P Mon-Sat
3401 N CAHUENGA BLVD WEST,UC76,10HR,POINT (-118.35488042273185 34.132538372138086),SSM,8A-6P Mon-Sat
3301 N CAHUENGA BLVD WEST,UC100,10HR,POINT (-118.3510094950227 34.130847350724736),SSM,8A-6P Mon-Sat
3301 N CAHUENGA BLVD WEST,UC101,1HR,POINT (-118.35086307480061 34.130753916088715),SSM,8A-6P Mon-Sat
3201 N OAKSHIRE DR,UC106,1HR,POINT (-118.35020562663628 34.13016569122472),SSM,8A-6P Mon-Sat
3201 N CAHUENGA BLVD WEST,UC114,2HR,POINT (-118.34936510972186 34.12978401813806),SSM,8A-6P Mon-Sat
3201 N CAHUENGA BLVD WEST,UC111,2HR,POINT (-118.34963254014427 34.12996398105002),SSM,8A-6P Mon-Sat
3201 N CAHUENGA BLVD WEST,UC110,2HR,POINT (-118.34967839207478 34.12999365496966),SSM,8A-6P Mon-Sat
4500 N WILLOW CREST AVE,NH990,4HR,POINT (-118.36254235836363 34.15249345842793),SSM,8A-6P Mon-Sat
4500 N WILLOW CREST AVE,NH992,4HR,POINT (-118.36254167913836 34.152619596181026),SSM,8A-6P Mon-Sat
4500 N WILLOW CREST AVE,NH991,4HR,POINT (-118.3625427891495 34.152563009743375),SSM,8A-6P Mon-Sat
4500 N CARTWRIGHT AVE,NH1008,4HR,POINT (-118.3636202006683 34.152532182735655),SSM,8A-6P Mon-Sat
4500 N CARTWRIGHT AVE,NH1010,4HR,POINT (-118.36361958603814 34.15266132782998),SSM,8A-6P Mon-Sat
4500 N CARTWRIGHT AVE,NH1007,4HR,POINT (-118.36361898051518 34.15247556542941),SSM,8A-6P Mon-Sat
4500 N CARTWRIGHT AVE,NH1009,4HR,POINT (-118.36362061185318 34.15260649331816),SSM,8A-6P Mon-Sat
4500 N CARTWRIGHT AVE,NH1011,4HR,POINT (-118.36362516212448 34.15278819235199),SSM,8A-6P Mon-Sat
4501 N CARTWRIGHT AVE,NH1014,4HR,POINT (-118.36373101570699 34.152482304591494),SSM,8A-6P Mon-Sat
4501 N CARTWRIGHT AVE,NH1015,4HR,POINT (-118.36373188856109 34.15243295458302),SSM,8A-6P Mon-Sat
11300 W CAMARILLO ST,NH1060,2HR,POINT (-118.37795852647079 34.157563258346045),SSM,8A-6P Mon-Sat
7701 W SUNSET BLVD,SG277,1HR,POINT (-118.35741998156006 34.09815938427721),SSM,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P, 7P-9P Mon-Fri, 8A-9P Sat"
1400 N SPAULDING AVE,SG374,2HR,POINT (-118.3570291351403 34.09784195190157),SSM,8A-9P Mon-Sat
7601 W SUNSET BLVD,SG270,1HR,POINT (-118.35688807600452 34.098154769314675),SSM,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P, 7P-9P Mon-Fri, 8A-9P Sat"
7501 W SUNSET BLVD,SG34A,1HR,POINT (-118.35454740122486 34.09813879200958),SSM,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P, 7P-9P Mon-Fri, 8A-9P Sat"
7501 W SUNSET BLVD,SG20,1HR,POINT (-118.35345401349248 34.09813186940467),SSM,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P, 7P-9P Mon-Fri, 8A-9P Sat"
7200 W SUNSET BLVD,SG120,1HR,POINT (-118.34887640700052 34.097897240777215),SSM,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P, 7P-9P Mon-Fri, 8A-9P Sat"
1501 N POINSETTIA PL,SG241,2HR,POINT (-118.3479393322995 34.098550613569486),SSM,8A-9P Mon-Sat
1501 N POINSETTIA PL,SG243,2HR,POINT (-118.34794047375098 34.09826914855138),SSM,8A-9P Mon-Sat
1501 N POINSETTIA PL,SG242,2HR,POINT (-118.34794079731235 34.098497706412886),SSM,8A-9P Mon-Sat
7100 W SUNSET BLVD,SG129,1HR,POINT (-118.34663478305967 34.09788319340387),SSM,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P, 7P-9P Mon-Fri, 8A-9P Sat"
7100 W SUNSET BLVD,SG130,1HR,POINT (-118.34642906427094 34.09788111937473),SSM,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P, 7P-9P Mon-Fri, 8A-9P Sat"
7100 W SUNSET BLVD,SG128,1HR,POINT (-118.34673023196522 34.09788353167776),SSM,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P, 7P-9P Mon-Fri, 8A-9P Sat"
1400 N FORMOSA AVE,SG394,2HR,POINT (-118.34621166206439 34.097634024325636),SSM,8A-9P Mon-Sat
1401 N MARTEL AVE,SG377,2HR,POINT (-118.35071746598521 34.097630268422584),SSM,8A-9P Mon-Sat
1401 N MARTEL AVE,SG378,2HR,POINT (-118.35071760268018 34.09757578559623),SSM,8A-9P Mon-Sat
1401 N MARTEL AVE,SG379,2HR,POINT (-118.35071723978146 34.09750321312902),SSM,8A-9P Mon-Sat
1401 N FULLER AVE,SG414,2HR,POINT (-118.34962804225664 34.09774446593151),SSM,8A-9P Mon-Sat
11001 W CAMARILLO ST,NH1140,2HR,POINT (-118.37148898055432 34.15774841662202),SSM,8A-6P Mon-Sat
10601 W RIVERSIDE DR,NH986,2HR,POINT (-118.36217760934535 34.15230227469489),SSM,8A-6P Mon-Sat
10601 W RIVERSIDE DR,NH987,2HR,POINT (-118.36234983183114 34.15230554241649),SSM,8A-6P Mon-Sat
10601 W RIVERSIDE DR,NH983,2HR,POINT (-118.36196503467563 34.15230063220487),SSM,8A-6P Mon-Sat
14500 W BESSEMER ST,VN1262,10HR,POINT (-118.44928717612356 34.18089410228359),SSM,8A-6P Mon-Sat
6301 N VESPER AVE,VN471,2HR,POINT (-118.45096532431471 34.186374805529624),SSM,8A-6P Mon-Sat
6301 N VESPER AVE,VN474,2HR,POINT (-118.45096481020609 34.186205227833966),SSM,8A-6P Mon-Sat
6301 N VESPER AVE,VN482,2HR,POINT (-118.4509667323514 34.185292098918104),SSM,8A-6P Mon-Sat
6301 N VESPER AVE,VN485,2HR,POINT (-118.45096623226645 34.18510783689352),SSM,8A-6P Mon-Sat
6301 N VESPER AVE,VN489,2HR,POINT (-118.45096642423061 34.184845996604004),SSM,8A-6P Mon-Sat
14400 W GILMORE ST,VN984,2HR,POINT (-118.44750643255111 34.18760262191192),SSM,8A-8P Mon-Sat
14400 W GILMORE ST,VN986,2HR,POINT (-118.44733406900252 34.18760212265113),SSM,8A-8P Mon-Sat
14401 W VICTORY BLVD,VN957,2HR,POINT (-118.44740463619107 34.18677535544615),SSM,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat"
6401 N SYLMAR AVE,VN741,6HR,POINT (-118.44660004747912 34.187934094437104),SSM,8A-8P Mon-Sat
6401 N SYLMAR AVE,VN740,6HR,POINT (-118.44659920120164 34.18798399506896),SSM,8A-8P Mon-Sat
6401 N SYLMAR AVE,VN739,6HR,POINT (-118.44659959683773 34.188111764295144),SSM,8A-8P Mon-Sat
6501 N VAN NUYS BLVD,VN154,2HR,POINT (-118.4488682650781 34.18925091648355),SSM,8A-8P Mon-Sat
14500 W HAYNES ST,VN140,2HR,POINT (-118.45003422299591 34.189635299109625),SSM,8A-8P Mon-Sat
14500 W HAYNES ST,VN141,2HR,POINT (-118.44994526537228 34.189635311806136),SSM,8A-8P Mon-Sat
14500 W HAYNES ST,VN148,2HR,POINT (-118.44914762582751 34.18963501268667),SSM,8A-8P Mon-Sat
14500 W HAMLIN ST,VN183,2HR,POINT (-118.4498614952578 34.188598441692584),SSM,8A-8P Mon-Sat
6401 N VESPER AVE,VN426,2HR,POINT (-118.45096672479924 34.18835952458698),SSM,8A-6P Mon-Sat
6401 N VESPER AVE,VN431,2HR,POINT (-118.45096546572029 34.187931998427366),SSM,8A-6P Mon-Sat
14500 W GILMORE ST,VN231,2HR,POINT (-118.44941266866545 34.18760167753571),SSM,8A-8P Mon-Sat
14500 W GILMORE ST,VN220,2HR,POINT (-118.45055065382543 34.18760238621855),SSM,8A-8P Mon-Sat
14401 W HAMLIN ST,VN1036,2HR,POINT (-118.44756092079649 34.18874577169395),SSM,8A-8P Mon-Sat
14500 W VICTORY BLVD,VN267,2HR,POINT (-118.44957118636623 34.18656011220888),SSM,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat"
14400 W VICTORY BLVD,VN942,2HR,POINT (-118.44805165400643 34.18655893583758),SSM,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat"
14401 W KITTRIDGE ST,VN1113,2HR,POINT (-118.44706571082591 34.19073462682903),SSM,8A-6P Mon-Sat
14401 W KITTRIDGE ST,VN1116,2HR,POINT (-118.44727437685306 34.190733813052155),SSM,8A-6P Mon-Sat
6700 N VAN NUYS BLVD,VN1148,2HR,POINT (-118.44857348736168 34.192615008790675),SSM,8A-6P Mon-Sat
6700 N VAN NUYS BLVD,VN1150,2HR,POINT (-118.44857418409843 34.19283484213413),SSM,8A-6P Mon-Sat
6700 N VAN NUYS BLVD,VN1152,2HR,POINT (-118.4485730129667 34.19305313085484),SSM,8A-6P Mon-Sat
6700 N VAN NUYS BLVD,VN1153,2HR,POINT (-118.44857371649373 34.193103928200216),SSM,8A-6P Mon-Sat
6700 N VAN NUYS BLVD,VN1156,2HR,POINT (-118.44857447053325 34.19328493652818),SSM,8A-6P Mon-Sat
14501 W VANOWEN ST,VN25,2HR,POINT (-118.45001194424346 34.19401380585468),SSM,8A-8P Mon-Sat
6801 N VAN NUYS BLVD,VN22,2HR,POINT (-118.4489018478715 34.19459906297536),SSM,8A-8P Mon-Sat
14600 W VICTORY BLVD,VN465,2HR,POINT (-118.45156125410246 34.186560504535265),SSM,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat"
14600 W VICTORY BLVD,VN462,2HR,POINT (-118.45178221716189 34.1865600625602),SSM,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat"
14600 W VICTORY BLVD,VN470,2HR,POINT (-118.45112464099553 34.18655686156304),SSM,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat"
14600 W VICTORY BLVD,VN469,2HR,POINT (-118.45120526891111 34.18655660859836),SSM,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat"
14600 W VICTORY BLVD,VN467,2HR,POINT (-118.45136350108835 34.186558880616445),SSM,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat"
14600 W VICTORY BLVD,VN461,2HR,POINT (-118.45187684925352 34.18655877866869),SSM,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat"
14600 W VICTORY BLVD,VN460,2HR,POINT (-118.45194513699394 34.1865585235307),SSM,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat"
14600 W VICTORY BLVD,VN466,2HR,POINT (-118.45142343116741 34.18655822782807),SSM,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat"
14600 W VICTORY BLVD,VN464,2HR,POINT (-118.4516273016758 34.18656025793998),SSM,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat"
14600 W VICTORY BLVD,VN463,2HR,POINT (-118.45172078945672 34.18655981417056),SSM,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat"
14600 W VICTORY BLVD,VN468,2HR,POINT (-118.4512713225934 34.186557292563634),SSM,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat"
1301 N LA BREA AVE,SV670,1HR,POINT (-118.34421827040934 34.095400086100824),SSM,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat, 11A-8P Sun"
1301 N LA BREA AVE,SV669,1HR,POINT (-118.34421936236289 34.09545159304509),SSM,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat, 11A-8P Sun"
1301 N LA BREA AVE,SV667,1HR,POINT (-118.34421996786412 34.095795344490796),SSM,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat, 11A-8P Sun"
1301 N LA BREA AVE,SV666,1HR,POINT (-118.3442205828595 34.09584681493018),SSM,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat, 11A-8P Sun"
1301 N LA BREA AVE,SV664,1HR,POINT (-118.34422312408061 34.095982133377774),SSM,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat, 11A-8P Sun"
1301 N LA BREA AVE,SV668,1HR,POINT (-118.34422028103616 34.09564370555302),SSM,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat, 11A-8P Sun"
7000 W DE LONGPRE AVE,SV689,1HR,POINT (-118.3438219058523 34.096103845146125),SSM,"8A-8P Mon-Sat, 11A-8P Sun"
7000 W DE LONGPRE AVE,SV691,1HR,POINT (-118.34366782063907 34.09610513637128),SSM,"8A-8P Mon-Sat, 11A-8P Sun"
7000 W DE LONGPRE AVE,SV690,1HR,POINT (-118.34375908129141 34.09610416184107),SSM,"8A-8P Mon-Sat, 11A-8P Sun"
14400 W VENTURA BLVD,SO103,2HR,POINT (-118.44693828711836 34.1505288640209),SSM,8A-8P Mon-Sat
14400 W VENTURA BLVD,SO99,2HR,POINT (-118.44741218456831 34.15060742034053),SSM,8A-8P Mon-Sat
14400 W VENTURA BLVD,SO101,2HR,POINT (-118.44709198655522 34.15055404369946),SSM,8A-8P Mon-Sat
14400 W VENTURA BLVD,SO97,2HR,POINT (-118.44762480214612 34.15064273366901),SSM,8A-8P Mon-Sat
14400 W VENTURA BLVD,SO99A,2HR,POINT (-118.44735211254095 34.150595785586596),SSM,8A-8P Mon-Sat
14400 W VENTURA BLVD,SO102,2HR,POINT (-118.44703127978676 34.15054353895916),SSM,8A-8P Mon-Sat
14400 W VENTURA BLVD,SO106,2HR,POINT (-118.44672055498295 34.15049271733232),SSM,8A-8P Mon-Sat
14400 W VENTURA BLVD,SO104,2HR,POINT (-118.44687886395008 34.150517280726014),SSM,PKG 8A-6P Mon-Sat | PLO 6P-12A
14400 W VENTURA BLVD,SO96,2HR,POINT (-118.44770924772527 34.15065574664041),SSM,8A-8P Mon-Sat
14400 W VENTURA BLVD,SO111,2HR,POINT (-118.44632068091838 34.15042758124657),SSM,8A-8P Mon-Sat
14400 W VENTURA BLVD,SO108,2HR,POINT (-118.44656174299612 34.15046532024926),SSM,8A-8P Mon-Sat
14400 W VENTURA BLVD,SO107,2HR,POINT (-118.44662885171965 34.150478035589245),SSM,8A-8P Mon-Sat
14400 W VENTURA BLVD,SO109,2HR,POINT (-118.44647859129769 34.15045105937872),SSM,8A-8P Mon-Sat
14400 W VENTURA BLVD,SO105,2HR,POINT (-118.44678642430854 34.15050320224904),SSM,8A-8P Mon-Sat
14400 W VENTURA BLVD,SO110,2HR,POINT (-118.44640780978902 34.15044178877442),SSM,8A-8P Mon-Sat
14400 W VENTURA BLVD,SO98A,2HR,POINT (-118.44746540440309 34.15061642358944),SSM,8A-8P Mon-Sat
14400 W VENTURA BLVD,SO95,2HR,POINT (-118.44776881340421 34.15066575581445),SSM,8A-8P Mon-Sat
14400 W VENTURA BLVD,SO112,2HR,POINT (-118.44626960912812 34.15041871381221),SSM,8A-8P Mon-Sat
14400 W VENTURA BLVD,SO100,2HR,POINT (-118.44718368424255 34.150567652281055),SSM,8A-8P Mon-Sat
5000 N VAN NUYS BLVD,SO635,2HR,POINT (-118.448571369335 34.161859411506406),SSM,8A-8P Mon-Sat
5000 N VAN NUYS BLVD,SO632,2HR,POINT (-118.44856937018852 34.16155126646893),SSM,8A-8P Mon-Sat
5000 N VAN NUYS BLVD,SO634,2HR,POINT (-118.44856987745581 34.16178191711373),SSM,8A-8P Mon-Sat
5000 N VAN NUYS BLVD,SO633,2HR,POINT (-118.44856785579742 34.16169765683075),SSM,8A-8P Mon-Sat
5000 N VAN NUYS BLVD,SO630,2HR,POINT (-118.44856853080356 34.16142258746544),SSM,8A-8P Mon-Sat
5000 N VAN NUYS BLVD,SO632A,2HR,POINT (-118.44856856532994 34.161643562740366),SSM,8A-8P Mon-Sat
5000 N VAN NUYS BLVD,SO631,2HR,POINT (-118.44856881282024 34.16150017018906),SSM,8A-8P Mon-Sat
5000 N VAN NUYS BLVD,SO636,2HR,POINT (-118.44857333464093 34.1619331735731),SSM,8A-8P Mon-Sat
14401 W DICKENS ST,SO1036,2HR,POINT (-118.44853970495889 34.14996228157963),SSM,8A-8P Mon-Sat
14401 W DICKENS ST,SO1037,2HR,POINT (-118.44862732655032 34.1499765848488),SSM,8A-8P Mon-Sat
14401 W DICKENS ST,SO1038,2HR,POINT (-118.44868888182697 34.14998702433319),SSM,8A-8P Mon-Sat
1400 S ARMACOST AVE,SS241D,2HR,POINT (-118.46050548280675 34.042339407362945),SSM,8A-8P Mon-Sat
1400 S ARMACOST AVE,SS241B,2HR,POINT (-118.46041702602588 34.042236859568874),SSM,8A-8P Mon-Sat
1400 S ARMACOST AVE,SS241,2HR,POINT (-118.46032925176313 34.042137072317914),SSM,8A-8P Mon-Sat
1400 S ARMACOST AVE,SS241A,2HR,POINT (-118.46038075608524 34.04219554432597),SSM,8A-8P Mon-Sat
11801 W SANTA MONICA BLVD,SS225,1HR,POINT (-118.45861630937178 34.04275319851631),SSM,"TANS 7A-9A, 4P-6P Mon-Fri | PKG 9A-4P, 6P-8P Mon-Fri, 8A-8P Sat"
11801 W SANTA MONICA BLVD,SS226,1HR,POINT (-118.45870225668287 34.042714369234865),SSM,"TANS 7A-9A, 4P-6P Mon-Fri | PKG 9A-4P, 6P-8P Mon-Fri, 8A-8P Sat"
11801 W SANTA MONICA BLVD,SS224,1HR,POINT (-118.45855488771768 34.0427794591408),SSM,"TANS 7A-9A, 4P-6P Mon-Fri | PKG 9A-4P, 6P-8P Mon-Fri, 8A-8P Sat"
11801 W SANTA MONICA BLVD,SS223,1HR,POINT (-118.45848127118578 34.042812364382556),SSM,"TANS 7A-9A, 4P-6P Mon-Fri | PKG 9A-4P, 6P-8P Mon-Fri, 8A-8P Sat"
11801 W SANTA MONICA BLVD,SS222,1HR,POINT (-118.45841451783784 34.042841183004356),SSM,"TANS 7A-9A, 4P-6P Mon-Fri | PKG 9A-4P, 6P-8P Mon-Fri, 8A-8P Sat"
