ADDRESS,METERID,LIMIT,the_geom,TYPE,HOURS
400 W WASHINGTON BLVD,WP114,2HR,POINT (-118.46172812661322 33.982029901393105),SSM,8A-6P Daily
400 W WASHINGTON BLVD,WP105,2HR,POINT (-118.46236949692054 33.98162359821297),SSM,8A-6P Daily
400 W WASHINGTON BLVD,WP106,2HR,POINT (-118.46231622114148 33.981657241118064),SSM,8A-6P Daily
400 W WASHINGTON BLVD,WP109,2HR,POINT (-118.46211752337672 33.98178506705478),SSM,8A-6P Daily
400 W WASHINGTON BLVD,WP111,2HR,POINT (-118.46198767943557 33.98186573040065),SSM,8A-6P Daily
400 W WASHINGTON BLVD,WP101,2HR,POINT (-118.46280631429168 33.98134616259162),SSM,8A-6P Daily
3000 S DELL AVE,WP162,2HR,POINT (-118.4637085622222 33.98139362159017),SSM,8A-6P Daily
501 W WASHINGTON BLVD,WP127,2HR,POINT (-118.4608344364608 33.98288482132927),SSM,8A-6P Daily
401 W WASHINGTON BLVD,WP137,2HR,POINT (-118.46174694920596 33.982304043262964),SSM,8A-6P Daily
3000 S SANBORN AVE,WP166,2HR,POINT (-118.46437570899542 33.98097174464538),SSM,8A-6P Daily
3000 S SANBORN AVE,WP165,2HR,POINT (-118.4643341787244 33.980929542337385),SSM,8A-6P Daily
401 W WASHINGTON BLVD,WP149,2HR,POINT (-118.46241860114382 33.981876717382555),SSM,8A-6P Daily
401 W WASHINGTON BLVD,WP145,2HR,POINT (-118.46216258809689 33.982039351254436),SSM,8A-6P Daily
401 W WASHINGTON BLVD,WP152,2HR,POINT (-118.46259555978752 33.98176324376123),SSM,8A-6P Daily
100 E VENICE WAY,V76,1HR,POINT (-118.47097684806764 33.98723250582277),SSM,8A-6P Daily
1500 S PARK ROW,V212,1HR,POINT (-118.47223960074595 33.98839921474467),SSM,8A-6P Daily
1500 S PARK ROW,V207,1HR,POINT (-118.4720116960984 33.98811495759157),SSM,8A-6P Daily
1400 S MAIN ST,V108,1HR,POINT (-118.47160973416788 33.9889627044262),SSM,8A-6P Daily
1400 S MAIN ST,V112,1HR,POINT (-118.47178836211265 33.98918631861829),SSM,8A-6P Daily
1400 S MAIN ST,V113,1HR,POINT (-118.4718363559074 33.98925152733324),SSM,8A-6P Daily
1401 S MAIN ST,V165,1HR,POINT (-118.47206065297212 33.989143492868514),SSM,8A-6P Daily
700 N OGDEN DR,BF263A,2HR,POINT (-118.35940094963931 34.08402704871174),SSM,"8A-8P Mon-Sat, 11A-8P Sun"
700 N OGDEN DR,BF264,2HR,POINT (-118.35940038842153 34.084100935620924),SSM,"8A-8P Mon-Sat, 11A-8P Sun"
701 N OGDEN DR,BF265,2HR,POINT (-118.35951271965176 34.08403384186917),SSM,"8A-8P Mon-Sat, 11A-8P Sun"
701 N OGDEN DR,BF266,2HR,POINT (-118.35951167384346 34.0839788423767),SSM,"8A-8P Mon-Sat, 11A-8P Sun"
7400 W MELROSE AVE,LM312A,2HR,POINT (-118.35290995386568 34.08354548305826),SSM,"TANS 7A-9A Mon-Fri | PKG 9A-8P Mon-Sat, 11A-8P Sun"
7400 W MELROSE AVE,LM312,2HR,POINT (-118.35298017975838 34.083546349810746),SSM,"TANS 7A-9A Mon-Fri | PKG 9A-8P Mon-Sat, 11A-8P Sun"
600 N GARDNER ST,BF196,2HR,POINT (-118.35317660663397 34.08327505856835),SSM,"8A-8P Mon-Sat, 11A-8P Sun"
300 N CROFT AVE,LC350B,2HR,POINT (-118.37414924467902 34.07644749017012),SSM,"8A-8P Mon-Sat, 11A-8P Sun"
300 N KINGS RD,LC333,2HR,POINT (-118.37206945279891 34.07647386602743),SSM,"8A-8P Mon-Sat, 11A-8P Sun"
300 N ORLANDO AVE,LC345,2HR,POINT (-118.37309639578534 34.07644324678924),SSM,"8A-8P Mon-Sat, 11A-8P Sun"
300 N FLORES ST,LC321,2HR,POINT (-118.37101463664011 34.076293848324525),SSM,"8A-8P Mon-Sat, 11A-8P Sun"
101 N FLORES ST,LC192,2HR,POINT (-118.37113975796882 34.07564774088514),SSM,"8A-8P Mon-Sat, 11A-8P Sun"
300 N CRESCENT HEIGHTS BLVD,LC261,2HR,POINT (-118.36576839815028 34.0763100570342),SSM,"TANS 4P-7P Mon-Fri | PKG 8A-4P Mon-Fri, 8A-8P Sat, 11A-8P Sun"
101 N HARPER AVE,LC215,2HR,POINT (-118.36901983742572 34.07579223808443),SSM,"8A-8P Mon-Sat, 11A-8P Sun"
300 N HARPER AVE,LC300,2HR,POINT (-118.36891341645422 34.0763545408479),SSM,"PKG 8A-6P Mon-Sat, 11A-6P Sun | PLO 6P-12A"
700 N CURSON AVE,BF222,2HR,POINT (-118.35525529006189 34.084013592017804),SSM,"8A-8P Mon-Sat, 11A-8P Sun"
700 N CURSON AVE,BF221,2HR,POINT (-118.35525399314011 34.083937588391926),SSM,"8A-8P Mon-Sat, 11A-8P Sun"
700 N SIERRA BONITA AVE,BF209,2HR,POINT (-118.35421681802487 34.08394796883334),SSM,"8A-8P Mon-Sat, 11A-8P Sun"
700 N STANLEY AVE,BF230,2HR,POINT (-118.35629558355316 34.08390843321136),SSM,"8A-8P Mon-Sat, 11A-8P Sun"
700 N STANLEY AVE,BF231,2HR,POINT (-118.35629605984094 34.083963262211974),SSM,"8A-8P Mon-Sat, 11A-8P Sun"
700 N STANLEY AVE,BF232,2HR,POINT (-118.35629649698586 34.08404425565224),SSM,"8A-8P Mon-Sat, 11A-8P Sun"
700 N STANLEY AVE,BF233,2HR,POINT (-118.35629715905802 34.084098693740835),SSM,"8A-8P Mon-Sat, 11A-8P Sun"
701 N SIERRA BONITA AVE,BF210,2HR,POINT (-118.35432853944704 34.08397078718872),SSM,"8A-8P Mon-Sat, 11A-8P Sun"
701 N SIERRA BONITA AVE,BF211,2HR,POINT (-118.35432767611634 34.0839005106313),SSM,"8A-8P Mon-Sat, 11A-8P Sun"
701 N STANLEY AVE,BF236,2HR,POINT (-118.35640805691999 34.08394231285758),SSM,"8A-8P Mon-Sat, 11A-8P Sun"
701 N STANLEY AVE,BF237,2HR,POINT (-118.35640784236072 34.08389196461136),SSM,"8A-8P Mon-Sat, 11A-8P Sun"
600 N GENESEE AVE,BF148,2HR,POINT (-118.35835602649263 34.083545049018824),SSM,"8A-8P Mon-Sat, 11A-8P Sun"
601 N CURSON AVE,BF174,2HR,POINT (-118.35536667720987 34.08342393426703),SSM,"8A-8P Mon-Sat, 11A-8P Sun"
601 N CURSON AVE,BF174A,2HR,POINT (-118.35536635467489 34.08334496623796),SSM,"8A-8P Mon-Sat, 11A-8P Sun"
601 N CURSON AVE,BF174B,2HR,POINT (-118.35536500311214 34.08329666962304),SSM,"8A-8P Mon-Sat, 11A-8P Sun"
600 N CURSON AVE,BF174C,2HR,POINT (-118.35525316616045 34.08344929921686),SSM,"8A-8P Mon-Sat, 11A-8P Sun"
601 N SIERRA BONITA AVE,BF184,2HR,POINT (-118.35432587506453 34.0834505864011),SSM,"8A-8P Mon-Sat, 11A-8P Sun"
601 N SIERRA BONITA AVE,BF185,2HR,POINT (-118.35432391121451 34.08340007740429),SSM,"8A-8P Mon-Sat, 11A-8P Sun"
601 N SIERRA BONITA AVE,BF186,2HR,POINT (-118.35432445279831 34.08332484640422),SSM,"8A-8P Mon-Sat, 11A-8P Sun"
601 N SIERRA BONITA AVE,BF187,2HR,POINT (-118.35432401795147 34.08327616844638),SSM,"8A-8P Mon-Sat, 11A-8P Sun"
600 N SIERRA BONITA AVE,BF188,2HR,POINT (-118.35421535750365 34.08334882799644),SSM,"8A-8P Mon-Sat, 11A-8P Sun"
600 N SIERRA BONITA AVE,BF189,2HR,POINT (-118.35421718476272 34.08342159356669),SSM,"8A-8P Mon-Sat, 11A-8P Sun"
701 N ORANGE GROVE AVE,BF274,2HR,POINT (-118.36055667573136 34.084125688311346),SSM,"8A-8P Mon-Sat, 11A-8P Sun"
701 N ORANGE GROVE AVE,BF275,2HR,POINT (-118.36055673583142 34.08407478570294),SSM,"8A-8P Mon-Sat, 11A-8P Sun"
700 N ORANGE GROVE AVE,BF272,2HR,POINT (-118.3604421876332 34.084013709602516),SSM,"8A-8P Mon-Sat, 11A-8P Sun"
700 N ORANGE GROVE AVE,BF273,2HR,POINT (-118.36044403352413 34.08419311843321),SSM,"8A-8P Mon-Sat, 11A-8P Sun"
8400 W 4TH ST,WF598,2HR,POINT (-118.37597479283066 34.07149237990447),SSM,"8A-8P Mon-Sat, 11A-8P Sun"
8401 W 4TH ST,WF601,2HR,POINT (-118.37608240609808 34.071611514419416),SSM,"8A-8P Mon-Sat, 11A-8P Sun"
8401 W 4TH ST,WF600,2HR,POINT (-118.37600212335718 34.071602687710325),SSM,"8A-8P Mon-Sat, 11A-8P Sun"
8401 W 4TH ST,WF602,2HR,POINT (-118.37614870558124 34.07161880603485),SSM,"8A-8P Mon-Sat, 11A-8P Sun"
300 S SAN VICENTE BLVD,WF584,1HR,POINT (-118.37709382091231 34.07253465882571),SSM,"8A-8P Mon-Sat, 11A-8P Sun"
300 S SAN VICENTE BLVD,WF585,1HR,POINT (-118.3771097550782 34.07261323550241),SSM,"8A-8P Mon-Sat, 11A-8P Sun"
300 S SAN VICENTE BLVD,WF586,1HR,POINT (-118.37712080505412 34.07265712376044),SSM,"8A-8P Mon-Sat, 11A-8P Sun"
300 S SAN VICENTE BLVD,WF587,1HR,POINT (-118.37714285984887 34.07273295508373),SSM,"8A-8P Mon-Sat, 11A-8P Sun"
300 S SAN VICENTE BLVD,WF588,1HR,POINT (-118.37715966093586 34.072783451659774),SSM,"8A-8P Mon-Sat, 11A-8P Sun"
300 S SAN VICENTE BLVD,WF589,1HR,POINT (-118.37731720515816 34.07308856087713),SSM,"8A-8P Mon-Sat, 11A-8P Sun"
300 S SAN VICENTE BLVD,WF590,1HR,POINT (-118.37734427198124 34.07313438245854),SSM,"8A-8P Mon-Sat, 11A-8P Sun"
300 S SAN VICENTE BLVD,WF591,1HR,POINT (-118.37738439266569 34.07319946600495),SSM,"8A-8P Mon-Sat, 11A-8P Sun"
400 S ROBERTSON BLVD,RA109,2HR,POINT (-118.38367421895383 34.07099445373134),SSM,8A-6P Mon-Sat
400 S ROBERTSON BLVD,RA110,2HR,POINT (-118.38367425402642 34.07106870490956),SSM,8A-6P Mon-Sat
400 S ROBERTSON BLVD,RA111,2HR,POINT (-118.38367527178465 34.07112337163538),SSM,8A-6P Mon-Sat
400 S ROBERTSON BLVD,RA113,2HR,POINT (-118.38367459687501 34.071388140965176),SSM,8A-6P Mon-Sat
400 S ROBERTSON BLVD,RA114,2HR,POINT (-118.38367400739232 34.07146605255587),SSM,8A-6P Mon-Sat
400 S ROBERTSON BLVD,RA115,2HR,POINT (-118.3836745741684 34.07152254091349),SSM,8A-6P Mon-Sat
400 S ROBERTSON BLVD,RA116,2HR,POINT (-118.38367424450803 34.07159875949891),SSM,8A-6P Mon-Sat
400 S ROBERTSON BLVD,RA101,2HR,POINT (-118.38367094938738 34.07028186595297),SSM,8A-6P Mon-Sat
400 S ROBERTSON BLVD,RA102,2HR,POINT (-118.38367117434505 34.07035854525989),SSM,8A-6P Mon-Sat
400 S ROBERTSON BLVD,RA103,2HR,POINT (-118.38366982304765 34.07041231527003),SSM,8A-6P Mon-Sat
400 S ROBERTSON BLVD,RA103A,2HR,POINT (-118.38367188514712 34.07048942237996),SSM,8A-6P Mon-Sat
400 S ROBERTSON BLVD,RA104,2HR,POINT (-118.3836712211311 34.07054069115353),SSM,8A-6P Mon-Sat
400 S ROBERTSON BLVD,RA104A,2HR,POINT (-118.38367231661628 34.07061254178158),SSM,8A-6P Mon-Sat
400 S ROBERTSON BLVD,RA105,2HR,POINT (-118.38367055437483 34.07066741567446),SSM,8A-6P Mon-Sat
8700 W COLGATE AVE,RA105A,2HR,POINT (-118.38350650135138 34.07076095880371),SSM,8A-6P Mon-Sat
500 S MESA ST,SP653,2HR,POINT (-118.28563211222786 33.73900025292229),SSM,8A-6P Mon-Sat
500 S MESA ST,SP654A,2HR,POINT (-118.2856317600712 33.739166061067884),SSM,8A-6P Mon-Sat
500 S MESA ST,SP654,2HR,POINT (-118.28562966458162 33.73907026682428),SSM,8A-6P Mon-Sat
2401 E CESAR E CHAVEZ AVE,BH39,1HR,POINT (-118.20707603844288 34.04658551873263),SSM,8A-8P Mon-Sat
2401 E CESAR E CHAVEZ AVE,BH28,1HR,POINT (-118.20625180638929 34.04622290913839),SSM,8A-8P Mon-Sat
2401 E CESAR E CHAVEZ AVE,BH26,1HR,POINT (-118.20611691490896 34.04616309133143),SSM,8A-8P Mon-Sat
2401 E CESAR E CHAVEZ AVE,BH38,1HR,POINT (-118.20699598172932 34.04654898269884),SSM,8A-8P Mon-Sat
2401 E CESAR E CHAVEZ AVE,BH34,1HR,POINT (-118.2066767760085 34.046411260173016),SSM,8A-8P Mon-Sat
2401 E CESAR E CHAVEZ AVE,BH25,1HR,POINT (-118.20605723383568 34.046137971115414),SSM,8A-8P Mon-Sat
2500 E CESAR E CHAVEZ AVE,BH233,1HR,POINT (-118.20617918243917 34.046001046101665),SSM,8A-8P Mon-Sat
2500 E CESAR E CHAVEZ AVE,BH234,1HR,POINT (-118.206106154655 34.045968137852334),SSM,8A-8P Mon-Sat
2500 E CESAR E CHAVEZ AVE,BH231,1HR,POINT (-118.20632240307143 34.04606432319766),SSM,8A-8P Mon-Sat
2500 E CESAR E CHAVEZ AVE,BH235,1HR,POINT (-118.20604863189173 34.04594246131146),SSM,8A-8P Mon-Sat
2500 E CESAR E CHAVEZ AVE,BH230,1HR,POINT (-118.20637812311806 34.046089260731335),SSM,8A-8P Mon-Sat
2500 E CESAR E CHAVEZ AVE,BH232,1HR,POINT (-118.20623316660564 34.04602434137579),SSM,8A-8P Mon-Sat
2500 E CESAR E CHAVEZ AVE,BH238,1HR,POINT (-118.20565091473267 34.04576512252417),SSM,8A-8P Mon-Sat
2500 E CESAR E CHAVEZ AVE,BH237,1HR,POINT (-118.20572197842712 34.04579749888593),SSM,8A-8P Mon-Sat
2500 E CESAR E CHAVEZ AVE,BH236A,1HR,POINT (-118.20580008259962 34.04583196827678),SSM,8A-8P Mon-Sat
2500 E CESAR E CHAVEZ AVE,BH236,1HR,POINT (-118.2058616177144 34.04585849544931),SSM,8A-8P Mon-Sat
2400 E CESAR E CHAVEZ AVE,BH213,1HR,POINT (-118.20751542108859 34.046589437972884),SSM,8A-8P Mon-Sat
2600 E CESAR E CHAVEZ AVE,BH251,1HR,POINT (-118.20505230750956 34.04550145796782),SSM,8A-8P Mon-Sat
2300 E CESAR E CHAVEZ AVE,BH205,1HR,POINT (-118.20834920563465 34.0469580221578),SSM,8A-8P Mon-Sat
2100 E CESAR E CHAVEZ AVE,BH166,1HR,POINT (-118.21089437384029 34.04809393441452),SSM,8A-8P Mon-Sat
2000 E CESAR E CHAVEZ AVE,BH148,1HR,POINT (-118.21239218737074 34.04876594239943),SSM,8A-8P Mon-Sat
2301 E CESAR E CHAVEZ AVE,BH59,1HR,POINT (-118.20858439007182 34.04725297055012),SSM,8A-8P Mon-Sat
2301 E CESAR E CHAVEZ AVE,BH55,1HR,POINT (-118.20815309856958 34.0470618865393),SSM,8A-8P Mon-Sat
2301 E CESAR E CHAVEZ AVE,BH57,1HR,POINT (-118.20843978889718 34.04718915669093),SSM,8A-8P Mon-Sat
2101 E CESAR E CHAVEZ AVE,BH95,1HR,POINT (-118.21094472480385 34.048312227457146),SSM,8A-8P Mon-Sat
2001 E CESAR E CHAVEZ AVE,BH106,1HR,POINT (-118.21205291860409 34.04881005816154),SSM,8A-8P Mon-Sat
2001 E CESAR E CHAVEZ AVE,BH118,2HR,POINT (-118.2129397797203 34.04920381986399),SSM,8A-8P Mon-Sat
2501 E CESAR E CHAVEZ AVE,BH12,1HR,POINT (-118.20542024256967 34.04585616568773),SSM,8A-8P Mon-Sat
2501 E CESAR E CHAVEZ AVE,BH13,1HR,POINT (-118.20547588018184 34.04588033657596),SSM,8A-8P Mon-Sat
101 E MARKET ST,V170,1HR,POINT (-118.47200540131944 33.98883851182764),SSM,8A-6P Daily
101 E MARKET ST,V171,1HR,POINT (-118.47256029160947 33.98846202408848),SSM,8A-6P Daily
101 E MARKET ST,V172,1HR,POINT (-118.47231723861319 33.9885984140199),SSM,8A-6P Daily
101 E MARKET ST,V173,1HR,POINT (-118.47226806970859 33.98862669555606),SSM,8A-6P Daily
11 E NORTH VENICE BLVD,V65,1HR,POINT (-118.47042095332701 33.98488360521131),SSM,8A-6P Daily
11 E NORTH VENICE BLVD,V67,1HR,POINT (-118.47060550445293 33.98476890648805),SSM,8A-6P Daily
11 E NORTH VENICE BLVD,V68,1HR,POINT (-118.47077371246246 33.984668490233645),SSM,8A-6P Daily
11 E NORTH VENICE BLVD,V69,1HR,POINT (-118.47084928117425 33.98462240197648),SSM,8A-6P Daily
11 E NORTH VENICE BLVD,V70,1HR,POINT (-118.47089806453504 33.98459286668711),SSM,8A-6P Daily
3001 S SANBORN AVE,WP168,2HR,POINT (-118.46437433258868 33.9808078503268),SSM,8A-6P Daily
900 N VIA DE LA PAZ,P36,30MIN,POINT (-118.52699608545605 34.04731454277818),SSM,8A-8P Mon-Sat
16700 S BOLLINGER DR,P282,2HR,POINT (-118.54478270514662 34.04778173626986),SSM,8A-8P Mon-Sat
16700 S BOLLINGER DR,P283,2HR,POINT (-118.544801329424 34.0478283186748),SSM,8A-8P Mon-Sat
1000 S TIVERTON AVE,WV488A,2HR,POINT (-118.44318822196587 34.06031421888024),SSM,"8A-8P Mon-Sat, 11A-8P Sun"
1000 S TIVERTON AVE,WV488,2HR,POINT (-118.44320033659405 34.06026473507153),SSM,"8A-8P Mon-Sat, 11A-8P Sun"
1001 S TIVERTON AVE,WV438,30MIN,POINT (-118.44334894926074 34.06017752762658),SSM,"8A-8P Mon-Sat, 11A-8P Sun"
1001 S TIVERTON AVE,WV439,30MIN,POINT (-118.44333739235752 34.06022717258112),SSM,"8A-8P Mon-Sat, 11A-8P Sun"
1000 S HILGARD AVE,WV463,2HR,POINT (-118.44211707279452 34.06029830203449),SSM,"8A-8P Mon-Sat, 11A-8P Sun"
10801 W WEYBURN AVE,WV600,2HR,POINT (-118.4419187287187 34.061813608097474),SSM,"8A-8P Mon-Sat, 11A-8P Sun"
10801 W WEYBURN AVE,WV601,2HR,POINT (-118.44199670789567 34.06184570232271),SSM,"8A-8P Mon-Sat, 11A-8P Sun"
10801 W WEYBURN AVE,WV602,2HR,POINT (-118.44205515907453 34.06186804303196),SSM,"8A-8P Mon-Sat, 11A-8P Sun"
7001 W MELROSE AVE,LM140,2HR,POINT (-118.34315131561488 34.08351834363298),SSM,TANS 7A-9A Mon-Fri | PKG 9A-6P Mon-Sat
7001 W MELROSE AVE,LM139,2HR,POINT (-118.34305324578179 34.083519832922526),SSM,TANS 7A-9A Mon-Fri | PKG 9A-6P Mon-Sat
7001 W MELROSE AVE,LM142,2HR,POINT (-118.34330731906965 34.083518846109726),SSM,TANS 7A-9A Mon-Fri | PKG 9A-6P Mon-Sat
6700 W MELROSE AVE,LM847,2HR,POINT (-118.34008500840518 34.08337021990472),SSM,TANS 7A-9A Mon-Fri | PKG 9A-6P Mon-Sat
6800 W MELROSE AVE,LM834,1HR,POINT (-118.34123963776842 34.08336659701298),SSM,TANS 7A-9A Mon-Fri | PKG 9A-6P Mon-Sat
6801 W MELROSE AVE,LM123,1HR,POINT (-118.34118845813751 34.08352856235376),SSM,TANS 7A-9A Mon-Fri | PKG 9A-6P Mon-Sat
6801 W MELROSE AVE,LM122,1HR,POINT (-118.34108667766994 34.083528561276076),SSM,TANS 7A-9A Mon-Fri | PKG 9A-6P Mon-Sat
6801 W MELROSE AVE,LM121A,1HR,POINT (-118.34103896183348 34.08352849134092),SSM,TANS 7A-9A Mon-Fri | PKG 9A-6P Mon-Sat
6801 W MELROSE AVE,LM121,1HR,POINT (-118.34094505181997 34.083528718551456),SSM,TANS 7A-9A Mon-Fri | PKG 9A-6P Mon-Sat
6901 W MELROSE AVE,LM132,1HR,POINT (-118.34212631333497 34.08352417720517),SSM,TANS 7A-9A Mon-Fri | PKG 9A-6P Mon-Sat
6900 W MELROSE AVE,LM824,1HR,POINT (-118.34235165989897 34.08335942270956),SSM,TANS 7A-9A Mon-Fri | PKG 9A-6P Mon-Sat
701 N ORANGE DR,LM127,2HR,POINT (-118.34165378300987 34.08366706070167),SSM,8A-6P Mon-Sat
701 N ORANGE DR,LM126,2HR,POINT (-118.34165343019525 34.08372365637795),SSM,8A-6P Mon-Sat
700 N SYCAMORE AVE,LM137,2HR,POINT (-118.34272094267993 34.08374544822849),SSM,8A-6P Mon-Sat
601 N ORANGE DR,LM829,2HR,POINT (-118.34165132221803 34.08323097508748),SSM,8A-6P Mon-Sat
301 N CORNWELL ST,BH78,2HR,POINT (-118.20962997064468 34.047917473713184),SSM,8A-8P Mon-Sat
300 N CHICAGO ST,BH89,2HR,POINT (-118.21038054941621 34.0483220701087),SSM,8A-8P Mon-Sat
300 N CHICAGO ST,BH88,2HR,POINT (-118.2104206155745 34.04825655109263),SSM,8A-8P Mon-Sat
300 N CHICAGO ST,BH87,2HR,POINT (-118.21045269002595 34.04820745832793),SSM,8A-8P Mon-Sat
500 N BRITTANIA ST,BH121,2HR,POINT (-118.21312035751676 34.049416938327056),SSM,8A-8P Mon-Sat
300 N BREED ST,BH63,2HR,POINT (-118.20852184304333 34.04757645791966),SSM,8A-8P Mon-Sat
2101 E CESAR E CHAVEZ AVE,BH92,1HR,POINT (-118.2107653792177 34.048233426034855),SSM,8A-8P Mon-Sat
301 N CHICAGO ST,BH91,2HR,POINT (-118.21055910840859 34.04826095075575),SSM,8A-8P Mon-Sat
501 N ST LOUIS ST,BH99,2HR,POINT (-118.2114275804813 34.04867828460182),SSM,8A-8P Mon-Sat
200 N CHICAGO ST,BH175,2HR,POINT (-118.21039101972251 34.047570228941154),SSM,8A-8P Mon-Sat
400 N ST LOUIS ST,BH158,2HR,POINT (-118.21161543171267 34.04812157147378),SSM,8A-8P Mon-Sat
301 N MATHEWS ST,BH228,2HR,POINT (-118.20703263566266 34.04557247211998),SSM,8A-8P Mon-Sat
401 N CUMMINGS ST,BH138,2HR,POINT (-118.21295795194395 34.04872876040082),SSM,8A-8P Mon-Sat
401 N CUMMINGS ST,BH139,2HR,POINT (-118.21300168500241 34.04865957745502),SSM,8A-8P Mon-Sat
301 N FICKETT ST,BH243,2HR,POINT (-118.20552263001153 34.04547041028425),SSM,8A-8P Mon-Sat
301 N FICKETT ST,BH244,2HR,POINT (-118.20557952431419 34.04538507658842),SSM,8A-8P Mon-Sat
301 N FICKETT ST,BH245,2HR,POINT (-118.20561189448935 34.045336183853905),SSM,8A-8P Mon-Sat
300 N FICKETT ST,BH246,2HR,POINT (-118.20540016858307 34.04540781545274),SSM,8A-8P Mon-Sat
300 N FICKETT ST,BH247,2HR,POINT (-118.20536012868489 34.04547139896527),SSM,8A-8P Mon-Sat
300 N FICKETT ST,BH248,2HR,POINT (-118.20533008140768 34.045519864865376),SSM,8A-8P Mon-Sat
12000 W VENTURA BLVD,SC246,2HR,POINT (-118.39427612227674 34.14355519791604),SSM,8A-8P Mon-Sat
12000 W VENTURA BLVD,SC247,2HR,POINT (-118.3942136493492 34.14356037092031),SSM,8A-8P Mon-Sat
12000 W VENTURA BLVD,SC244,2HR,POINT (-118.39441573955175 34.143541850510054),SSM,8A-8P Mon-Sat
7601 W MELROSE AVE,BF238,2HR,POINT (-118.35656078308895 34.08378180020175),SSM,"TANS 7A-9A Mon-Fri | PKG 9A-8P Mon-Sat, 11A-8P Sun"
7601 W MELROSE AVE,BF240,2HR,POINT (-118.35672177016723 34.083785582884566),SSM,"TANS 7A-9A Mon-Fri | PKG 9A-6P Mon-Sat, 11A-6P Sun | PLO 6P-12A"
7601 W MELROSE AVE,BF242A,2HR,POINT (-118.35693960428168 34.08379101399449),SSM,"TANS 7A-9A Mon-Fri | PKG 9A-8P Mon-Sat, 11A-8P Sun"
7300 W MELROSE AVE,LM348,2HR,POINT (-118.34938529107585 34.08346797293265),SSM,"TANS 7A-9A Mon-Fri | PKG 9A-8P Mon-Sat, 11A-8P Sun"
13601 W VENTURA BLVD,SO939,2HR,POINT (-118.43035374867355 34.1479845594501),SSM,8A-8P Mon-Sat
13601 W VENTURA BLVD,SO935,2HR,POINT (-118.4299767644199 34.14792410393699),SSM,8A-8P Mon-Sat
13601 W VENTURA BLVD,SO940,2HR,POINT (-118.43043744823095 34.14799820918226),SSM,PKG 8A-6P Mon-Sat | PLO 6P-12A
4000 N RHODES AVE,SC756,1HR,POINT (-118.40295779551006 34.14317881557316),SSM,PKG 8A-6P Mon-Sat | PLO 6P-12A
11900 W VENTURA BLVD,SC255,2HR,POINT (-118.3918415041502 34.14305835754449),SSM,8A-8P Mon-Sat
11600 W VENTURA BLVD,SC329,2HR,POINT (-118.38603275018794 34.140601452138924),SSM,8A-8P Mon-Sat
7200 W MELROSE AVE,LM370A,2HR,POINT (-118.3466819605699 34.08340926663314),SSM,"TANS 7A-9A Mon-Fri | PKG 9A-6P Mon-Sat, 11A-6P Sun | PLO 6P-12A"
7200 W MELROSE AVE,LM360A,2HR,POINT (-118.34787569437415 34.08343485538956),SSM,"TANS 7A-9A Mon-Fri | PKG 9A-8P Mon-Sat, 11A-8P Sun"
7401 W MELROSE AVE,LM311,2HR,POINT (-118.35271201127473 34.083705397367936),SSM,"TANS 7A-9A Mon-Fri | PKG 9A-6P Mon-Sat, 11A-6P Sun | PLO 6P-12A"
8701 W 3RD ST,RA189,30MIN,POINT (-118.38312875273849 34.0736526190782),SSM,
8600 W 3RD ST,RA146,2HR,POINT (-118.38104875081856 34.07350420403439),SSM,
8000 W 3RD ST,WF245,2HR,POINT (-118.36528645953601 34.07196364368516),SSM,"8A-8P Mon-Sat, 11A-8P Sun"
8000 W 3RD ST,WF252,2HR,POINT (-118.36475960983562 34.07189210248092),SSM,"8A-8P Mon-Sat, 11A-8P Sun"
8000 W 3RD ST,WF258,2HR,POINT (-118.36428917533803 34.07182791305368),SSM,"8A-8P Mon-Sat, 11A-8P Sun"
8000 W 3RD ST,WF244,2HR,POINT (-118.36537690410918 34.071976606453795),SSM,"PKG 8A-6P Mon-Sat, 11A-6P Sun | PLO 6P-12A"
7900 W 3RD ST,WF283,2HR,POINT (-118.36217674697095 34.07153924393666),SSM,"8A-8P Mon-Sat, 11A-8P Sun"
7900 W 3RD ST,WF269,2HR,POINT (-118.36326131554874 34.071683937785636),SSM,"8A-8P Mon-Sat, 11A-8P Sun"
7900 W 3RD ST,WF270,2HR,POINT (-118.36317529544348 34.07167308053981),SSM,"8A-8P Mon-Sat, 11A-8P Sun"
7900 W 3RD ST,WF271,2HR,POINT (-118.36310808417754 34.07166387690198),SSM,"8A-8P Mon-Sat, 11A-8P Sun"
7900 W 3RD ST,WF272,2HR,POINT (-118.36301675544892 34.07165221961355),SSM,"8A-8P Mon-Sat, 11A-8P Sun"
7900 W 3RD ST,WF273,2HR,POINT (-118.36294707689217 34.07164139693423),SSM,"8A-8P Mon-Sat, 11A-8P Sun"
7900 W 3RD ST,WF274,2HR,POINT (-118.3628654792618 34.07163082007927),SSM,"8A-8P Mon-Sat, 11A-8P Sun"
7900 W 3RD ST,WF277,2HR,POINT (-118.36263772449004 34.071601105249805),SSM,"8A-8P Mon-Sat, 11A-8P Sun"
7900 W 3RD ST,WF278,2HR,POINT (-118.36255240146038 34.07159006966898),SSM,"8A-8P Mon-Sat, 11A-8P Sun"
7900 W 3RD ST,WF280,2HR,POINT (-118.3623981104336 34.07156964774824),SSM,"8A-8P Mon-Sat, 11A-8P Sun"
